#xor_srcip xor_dstip xor_prot xor_srcport xor_dstport flowcnt pktcnt
3716116668 2053405198 6 62 4348 1 1
2805437188 2925489338 0 6 1519 4 4
3741064264 3544989149 6 81 51469 1 5
11611275 3046966227 0 422 1486 6 50
2795612188 191048614 0 380 19586 8 8
3652569420 641975584 6 1084 26727 5 91
3741309847 2080907113 17 145 40523 1 1
2690955742 2693875037 23 177 31255 4 4
996281782 3587756812 6 158 61 5 5
122693330 1315629492 0 1073 24649 4 80
2698309281 107803902 0 626 11004 4 16
194503400 1324955780 0 793 50687 4 4
2749800932 3865917024 23 1 13068 2 354
1912396763 2001670068 6 244 6573 3 3
84205715 1244530751 23 1250 42952 2 2
3529162089 2003713923 6 1412 65440 5 5
3565937845 3553059667 17 149 34873 5 46
1988932706 3491221723 6 60 8860 3 3
0 0 0 0 0 0 0
3716082215 3602842226 6 1512 63009 3 3
3607571963 3684762086 17 1204 54288 3 10
216406312 30562 23 1412 54725 2 2
3741205883 2081130185 17 107 12791 1 1
126568 175699214 0 275 6212 4 4
183222708 130652038 0 112 13134 2 2
183481886 3074816995 23 127 12940 2 182
3669941932 2076380893 6 401 54475 3 3
0 0 0 0 0 0 0
101481481 1188877443 0 2 45367 2 2
401249261 2693831223 23 1293 11924 2 2
1991164499 3350147528 6 242 27146 3 3
2064893637 2081124222 6 62 3573 1 1
3310303389 1001329551 17 355 16970 3 3
2937740745 961 0 189 58891 4 5
3723435151 3621408692 6 656 8880 3 5
2061120845 3687753491 17 433 65158 5 5
3716112534 2076297500 6 60 26111 1 1
1885226741 898371264 17 428 13069 5 6
2762056417 257548563 0 369 31709 4 4
3660518302 3431394984 6 52 19661 3 71
1983857140 1934748237 17 52 27144 3 3
3716097314 3679863445 17 60 7152 1 1
122895457 3885078653 0 142 26754 2 2
72447967 2849064015 23 1371 46823 4 9
2963941882 2807686998 23 171 22972 2 2
3546078735 2121845050 6 1306 51444 7 89
382674286 12385846 0 1065 18526 8 11
2791955950 1121248415 0 610 33885 4 17
183157130 129104738 23 628 37584 4 4
2085736111 1021799874 6 284 22152 3 3
2804708676 3905127350 0 1251 39935 6 68
0 0 0 0 0 0 0
82844909 1291949450 0 180 61028 6 6
1929216677 2076260292 6 218 16091 3 3
235354600 1318034793 23 841 63591 4 25
2894080596 130781956 23 302 16299 2 2
2749168988 4203913425 23 1886 5887 6 17
216309970 1190924743 23 1381 13638 2 5
3670006960 3583976069 17 818 2280 3 43
2704965588 1197297594 0 1502 11499 4 18
3681801770 3719318629 17 372 14408 5 5
2794253288 248331195 0 624 3094 2 2
1920836606 3668801468 6 1367 27794 7 7
2822769104 3914632104 0 9 53006 4 9
0 0 0 0 0 0 0
1991098349 1025451769 17 143 12390 1 1
1912525807 2063471949 6 60 2446 1 1
2812680443 157785820 23 1368 16381 6 20
246489057 187713 0 3 30230 2 2
1899304096 3737580656 17 584 63847 3 3
1989123398 2063410511 17 650 7132 3 3
194129574 2378365 0 383 40028 4 5
3348321475 2498384313 6 1133 8590 5 5
2136671094 965182197 6 792 57557 5 10
295099327 117253910 23 263 10445 4 4
1991161887 2106570773 17 202 20625 3 3
216270277 2827689186 23 178 29566 2 2
0 0 0 0 0 0 0
2812619483 3061704132 23 1151 50377 6 35
2812578908 4283 23 179 17169 2 3
3071291057 189094499 0 558 11752 2 2
3398829448 2119985042 17 144 10998 5 5
3710449794 2315711052 6 145 58206 3 3
3669887450 3679858493 17 1402 56291 5 62
1988964490 3230138834 6 663 51777 7 7
1251951466 130619759 23 321 4323 4 4
59657 130729149 23 1307 17685 2 2
3609963624 2058184047 6 2 29507 5 10
2038021445 2076431968 17 151 10000 1 1
2834848140 116758264 23 190 17411 6 6
40575542 1294295804 23 9 46952 4 585
1912499036 2080998047 6 62 21070 1 1
2937179067 196580637 23 1130 38063 6 6
3620982981 3622876428 17 511 52233 5 5
2894252657 2774319811 0 804 3876 2 7
3516504599 3524519311 6 60 54455 3 3
3123351485 2771642738 23 309 14969 4 15
3669999874 951129901 6 1417 12271 3 3
2691037066 2779128832 0 594 52919 2 2
228217086 98017783 23 1621 25371 6 6
2791943555 2807808561 0 201 23679 2 2
1912500486 1934641468 17 144 3451 1 1
196370795 1160322039 23 332 46714 4 4
2873153359 15765016 0 345 8037 4 4
2792149820 3181765262 0 1502 12803 2 2
1883021320 806508210 6 1628 33248 5 6
212504797 257544912 23 359 11153 2 2
3023675492 1166335960 0 413 43758 6 25
2064763651 1897953652 17 221 4320 5 5
2065070293 2063476120 17 74 9088 1 1
1632760592 3543146470 17 1657 24815 5 71
3716073314 2087782550 6 338 27958 3 3
1912370046 3604790785 6 292 58798 3 3
3525006592 3664381439 17 170 51534 3 29
1912537306 843397434 6 60 14782 3 15
1916415057 3539042368 6 60 49396 1 1
2888933270 1191148297 0 761 15809 2 4
3716114648 1994978187 6 124 8464 1 1
3716145154 2138376030 6 549 28026 3 3
101683248 121256246 0 1422 1347 4 26
2015191592 834017037 17 142 26727 3 3
228312338 1308691920 23 1438 12715 4 22
2064988869 3552672755 17 905 525 3 3
2098789892 3397703952 17 70 16850 1 1
2871580234 1178260853 23 128 17204 4 59
1912404030 1951474185 17 64 1688 3 3
258356756 2822589549 23 1532 58052 6 6
123858 1093995922 23 789 30921 2 2
3143810361 2890521849 0 231 30457 6 8
3417870188 2076432406 6 118 80 1 9
0 0 0 0 0 0 0
209994 2845020632 23 397 63260 4 4
266815690 2759370406 23 105 62794 4 4
2700455985 20788611 0 41 18957 4 4
3741314129 1934654894 6 85 29000 1 1
3049799239 1252303202 0 257 20715 8 8
384801019 3850959333 0 590 52714 4 5
50481628 2774410129 23 913 6982 4 4
1995215684 908449847 6 993 36079 3 7
1912560418 2336913774 17 197 27728 3 23
3527075159 2628155683 6 642 16623 5 71
1912360662 2135776010 6 940 13118 5 11
2833513494 3955164452 23 240 53007 4 5
369940587 186615264 0 483 25520 6 6
1903145980 546701789 17 1106 51442 7 74
3669987437 831583291 17 39 31228 3 3
3091375156 1272317866 23 694 10774 4 4
1900824103 2645311586 6 350 3732 5 6
60981296 143725733 0 1440 38467 4 41
2098789146 2080919198 17 323 55555 1 1
56517 3184086330 0 359 6507 2 2
1912594234 3255448315 6 109 49198 3 29
2886910642 2826267979 23 177 45183 6 6
134832 1090032880 0 552 3618 4 4
178830 130651107 0 1601 39204 4 13
2882764774 3860212009 0 125 25627 2 2
93501330 2818899750 0 680 2975 2 4
3502614513 3688801272 6 421 59979 3 3
1912450163 2570496718 17 78 12526 3 3
2894118557 2729337113 0 660 33045 2 2
2098767249 1934822571 17 67 57357 3 3
130028891 20906903 0 297 23113 2 2
79780805 270224282 0 173 36919 2 2
2894329219 2694273007 0 1981 19729 2 2
2084675967 1843148309 6 686 7275 5 17
2111127539 989047951 17 7 26579 7 7
3660335644 2195399229 17 70 32250 5 35
2065020873 3557488138 6 1987 13206 5 12
3716089696 1027238877 6 62 4851 1 1
2751875837 130754522 23 127 15098 2 125
381046209 2794576164 23 764 9049 6 6
3660354546 1956131082 17 1338 59735 3 3
2884681170 2914362764 0 1305 10524 4 312
3716054648 2080933336 6 62 63001 1 1
1983899470 2353690002 6 687 4586 3 3
2936033164 187893 23 1403 24599 2 2
2087163665 3396379152 17 1520 29278 5 5
2691105108 255429 23 766 61893 2 2
2073122813 828457818 17 232 44925 5 123
1912517522 1995024154 6 60 2965 1 1
2065081517 2077041800 6 490 129 3 4
3682266984 865994612 6 394 56399 5 5
2882556528 4135005831 0 243 47832 4 5
0 0 0 0 0 0 0
3495586879 3533198624 6 646 60516 7 14
2936062295 2847023758 23 139 64985 2 2
3243237319 3731333319 6 1133 50408 5 8
3394000491 904944862 6 62 4748 3 3
2098912833 1027199745 6 238 26673 3 3
3716099363 3544985677 17 60 18302 1 1
1953636185 3716176172 6 341 49764 5 10
2889270253 209714547 23 0 4512 2 2
3669927376 1019643387 6 1514 8593 1 1
1974203773 935274942 17 344 30880 3 3
2990641290 1282479382 0 540 2913 8 8
1983859164 2043435077 17 1011 31195 9 12
464755476 2807576138 0 1810 51194 6 6
2022326517 1934884748 6 269 6662 1 1
3716119363 2076427176 17 70 3291 1 1
3660366330 1963958607 17 382 36743 3 3
130617 3863907466 23 0 19538 2 2
2427571862 3571933701 6 50 17341 3 3
2747553393 1190713083 0 69 49884 4 11
3658346565 889664521 6 68 28336 3 23
1305345970 155507426 0 215 64364 4 4
196467257 2827831634 0 728 31502 2 2
1912514867 2076416936 6 62 3297 1 1
3741211486 816758068 6 1213 41167 5 5
3123460288 1204046616 0 265 26565 2 2
1912563885 2046736087 17 339 21058 3 5
2126043105 1956286440 17 37 27392 5 5
2894159452 143867270 23 4 5524 2 2
0 0 0 0 0 0 0
2812745784 2771225864 23 326 28468 4 4
76130779 210760206 0 1601 36275 4 30
3228817283 900390918 17 63 62106 3 3
2124134881 3444416146 6 196 52573 3 4
2791931369 130697426 0 215 42948 2 2
3527010267 3533026340 6 60 19822 3 8
2691133516 203780921 23 996 23503 4 4
194307441 4025496859 0 176 32654 4 4
1966423762 682420665 6 207 32932 5 47
48040160 146637452 0 749 58006 8 8
182990270 257466636 23 122 41438 2 7
0 0 0 0 0 0 0
2894314313 4024399141 0 450 7176 2 2
1912351819 3574195158 17 744 5202 3 3
2894107472 3969017913 0 287 18618 4 4
265641572 1191618911 23 178 7016 2 2
183048520 2779202444 0 523 58009 4 4
2902927851 130623471 23 1178 23415 4 27
1928290895 2645060570 17 611 1809 5 6
3714366734 2422564485 17 1935 33171 5 5
3416274844 2504736783 6 1679 30861 7 22
3741256846 2053510930 6 623 45337 3 3
3716001559 2570889273 6 1647 40970 3 3
2690969521 2807651260 0 215 51615 2 2
2094295807 2136338108 17 467 35515 3 3
3716118089 1025476934 6 1312 23297 1 1
3638704226 3583580973 6 52 32362 3 4
58935262 1318866599 0 773 51844 2 2
3711310655 3519794953 6 573 42522 5 6
3741122470 643922473 17 185 18006 5 5
1912594732 1825897399 17 510 22194 9 62
2094468757 2081328265 6 235 43324 3 4
1983873770 843576296 17 62 30430 3 3
122721917 130722466 23 706 11286 2 2
3729761200 854275140 6 1446 3325 5 5
11737889 143970529 0 681 65330 4 4
3715917223 1025483884 6 110 3434 1 1
189 0 0 0 858 2 2
71515530 3074783030 0 1196 22249 2 2
2945649446 244125379 0 1928 19947 6 43
2861543078 40948067 23 452 60696 4 4
2073264352 2047960400 6 66 51579 3 3
104651 96129976 0 0 12885 2 2
2751931998 130756782 0 110 55982 2 2
2963811766 2807684617 0 219 61430 2 2
3715932389 3673517049 17 888 14294 3 3
1912394594 2645250226 6 1480 21843 3 47
3498868601 3573527194 17 1339 11960 5 6
1912601003 2498651312 6 399 22697 5 44
3398978540 1029895988 6 143 55506 3 4
1983672757 2050959410 17 130 26830 3 3
2775172097 257667388 23 245 21640 2 2
1973388449 2081033676 17 1111 25046 3 9
122813896 2686342652 23 213 17601 4 18
3523374631 1967933014 17 149 30164 3 41
3532225932 1907329595 17 1062 26455 7 14
3514852862 1654573022 6 62 44563 3 3
216505817 130730780 0 62 24638 2 2
3150684841 3921993304 0 230 43127 4 4
2085027930 1995357387 17 92 32694 7 7
402601347 139382 23 1941 50110 4 186
2884684106 3820590897 23 795 20195 4 10
1740833268 812695593 17 1898 29762 5 288
3254938165 3518301901 6 1401 36762 3 3
130093659 196745 0 2 1100 2 2
2064987543 1998049766 17 72 31700 5 6
3741057593 3557487458 6 1411 28325 5 5
2098849400 900409188 6 396 23072 5 52
934578418 3390314929 17 153 46799 7 7
3392613921 979567215 6 1253 24899 1 1
3419634996 3685175979 6 1781 54842 3 3
3716128123 2080948208 6 62 29927 3 3
2894172349 1191474004 0 0 1838 2 2
50347099 2910853316 0 2020 58986 4 4
2762428289 1103360179 0 90 23301 4 47
3716119386 2076378276 17 74 6784 1 1
1892223052 1693404659 6 1545 13873 7 7
0 0 0 0 0 0 0
2098761386 1027238931 6 62 5457 1 1
187130674 67749438 23 1956 48939 4 5
0 0 0 0 0 0 0
2802922478 3861363270 0 996 21433 4 4
2038043531 3545114642 17 742 10941 3 24
2783902711 2947909990 0 722 34674 4 302
1912360441 2080936014 6 62 4979 1 1
1009833817 3553187272 6 161 30777 3 3
2074721772 2593415920 17 51 13122 5 5
78633 210720708 23 2 52391 2 2
2098979317 1000200173 6 1025 4094 5 12
216489550 221587995 0 126 2298 2 12
0 0 0 0 0 0 0
228322276 1284189358 0 352 7825 2 2
3391924910 928432830 6 564 10592 3 26
1902948727 2060429939 17 291 16356 3 6
1984087141 3671285973 17 1525 50218 5 5
3580805457 1985989489 17 1498 24709 7 59
40657411 182562109 0 181 46665 2 41
73492712 2808033438 23 86 8674 2 2
1988902251 1925464699 17 472 7438 3 3
3766210932 257612915 0 0 9012 2 2
381955841 3993448238 23 1442 51944 2 2
1983903001 843381476 6 746 16815 3 3
797178 1091976055 23 340 644 4 4
3578367937 1956284547 6 1902 64413 5 11
3516586428 982103143 17 238 15019 3 3
84276276 27605630 0 1440 46832 2 3
2718941912 1296444484 0 516 6546 6 112
258227899 2835417965 0 1265 6235 4 4
1983813526 2468549953 6 1173 8986 3 3
2894199148 1335313979 23 120 13611 4 4
114009 3956760312 0 123 14370 4 4
1831292838 1073521781 17 133 33543 5 5
1991187476 1027182961 6 362 2357 1 1
2775300156 2949600762 23 1349 3444 4 8
380472903 3181753286 0 1446 60919 2 16
3603464167 2048402708 17 66 39206 3 3
3715894781 2001595158 17 290 11010 1 1
2894087578 3865790101 23 120 28515 4 25
1912390305 2081157714 6 95 4071 1 1
2094416585 1027371758 17 537 35432 3 3
3657431727 1841630662 17 795 4472 5 7
2098823920 1956121045 6 1491 14245 3 4
7313892 136290663 0 817 39046 4 78
3617312219 2675081470 17 646 10397 5 10
982773166 3480397578 17 142 24828 3 3
2122473277 2498373151 17 1843 43195 3 4
124895340 26599728 0 0 2202 2 2
3516617258 3726248787 6 702 13343 3 97
3745439061 2001790298 17 628 26568 5 5
3598245979 1978367699 17 545 24255 5 5
3716114731 2081145845 6 60 15806 1 1
2098825007 1027182715 6 62 4812 1 1
0 0 0 0 0 0 0
200953 1190704298 23 1050 1440 2 3
0 0 0 0 0 0 0
2709051023 1092022766 23 395 10207 2 2
1887492058 928350064 17 756 6507 3 5
3716141456 2076379766 17 74 5063 1 1
3669995158 1025485358 6 60 3126 1 1
2061035583 3553067240 6 1843 34630 3 3
2792206131 2960838426 23 82 45395 2 2
3715906373 2081144981 6 1090 11111 1 1
29682 154441728 23 1433 27653 2 230
2690935993 20784078 23 1223 55416 2 2
1920768369 1654631285 17 74 47373 3 3
1920833627 1956143241 17 145 63584 3 7
1938097007 3524337028 6 60 2993 1 10
193913 3863888188 0 197 30815 2 2
3716089120 1995032916 17 74 16394 1 1
1813833167 1025170017 6 216 1595 3 3
3669954186 1027608554 17 292 23613 1 1
1734194024 1918033549 6 800 57789 3 16
2427556378 1941869367 17 1104 26952 3 3
0 0 0 0 0 0 0
1620489212 2076226330 6 66 4639 3 3
2882770732 130765827 0 131 14500 2 2
1912602357 1025455575 6 1440 14944 3 136
2894182006 2833348328 23 75 55746 6 6
2791646490 321294718 0 800 43918 6 6
1912566223 2080933035 6 60 24023 1 1
2098756059 2076264363 17 344 8606 1 1
3779779912 4012689232 23 126 12647 2 2
194455731 1191541730 23 636 52447 4 4
0 0 0 0 0 0 0
3716112154 979583272 6 60 39933 1 1
130092356 2779090576 0 1116 540 2 2
2691133716 2704480813 23 425 57761 2 2
1912378897 990756059 17 317 49217 3 3
2098845271 3679973035 6 314 12942 3 3
3716146419 2053392102 6 1494 2967 1 9
2704883472 299757117 0 1024 45383 4 35
2894292811 1256672179 23 1076 5715 6 6
27671 1313801519 23 1 2386 4 217
2882216950 4053332136 23 934 28640 6 11
461693907 2911178769 23 144 3198 6 21
3617224281 1934639111 6 583 5237 3 3
2637634516 2260128485 6 20 28750 3 4
1723109674 774073103 6 405 62094 5 5
3523438463 2049955732 17 1446 50254 3 46
2823872878 1272081965 23 179 31208 2 3
3716104337 3679559747 6 346 1924 1 1
2094207347 940732166 6 137 50935 5 9
2098806270 1956170641 17 48 37038 3 3
2844084334 2791371994 23 118 6067 4 4
3720896958 2438729091 6 879 18985 3 3
2700502908 92589130 23 1475 1414 4 14
1912517412 2076351545 6 588 18938 1 66
142420 182616970 23 1395 43045 2 2
2894284040 2693908952 0 1238 4388 2 2
230309785 3062658715 0 584 58068 2 2
0 0 0 0 0 0 0
1983707321 2066825366 6 1119 15730 3 3
2882773359 151260626 23 398 16535 2 5
3702745295 2487937808 6 625 50287 5 5
3716062977 2001598997 6 365 16739 1 1
230097243 3871526713 0 1917 8223 6 6
2791942136 202808261 0 152 3082 2 4
2886891266 2725198703 0 1467 12386 6 6
3669994519 2080920560 17 73 12898 1 1
182991187 2725388396 0 128 25120 4 6
194312642 1101221406 0 219 62623 4 4
2224779560 3601812465 17 430 8073 5 49
196458437 130673541 23 164 53677 2 2
3715951126 3241536735 17 1369 1497 5 5
1919860327 3701454424 6 445 19367 3 5
175848600 1566056111 23 704 144 4 4
3533185435 3393005085 6 68 2257 5 12
464729364 1219131678 0 413 21976 4 4
0 0 0 0 0 0 0
1987214639 3592827818 17 1916 41499 7 210
4370 123249608 0 639 40855 2 2
3485293991 3754004393 17 585 29909 3 3
2740393199 1267348237 23 150 33872 6 6
2064806934 2076286509 6 60 64382 1 3
2061153169 843459826 17 62 11668 3 3
183029056 189120757 23 82 56679 2 2
3716077278 2076212514 17 124 65424 3 3
1983872229 3397814973 17 701 26214 3 3
3516607645 2341478162 17 191 8105 3 3
1912504045 1019642763 6 62 1294 1 1
3716061204 2081144346 17 60 22439 1 1
3391917204 3480321252 6 1024 20043 3 8
1912596469 1802654412 6 286 33119 5 5
3732632551 3444471626 17 1411 1410 5 5
2098768556 2081157931 17 143 25970 1 1
3649910012 3344234740 6 1216 59165 5 11
2873160436 1256531618 0 1296 21692 4 5
2012434671 1002221178 17 1629 33790 7 30
1903006834 1968007240 6 342 2495 3 3
3514006786 2554419001 6 597 28954 5 63
1973237193 1923800968 6 1484 32758 3 3
2098795205 1019643793 17 365 48362 1 6
2691075879 3961106624 23 1110 60553 4 60
130109847 4010717003 0 226 23893 4 5
2094449477 1898132371 17 434 31969 3 3
2037917157 1025475538 6 78 2210 1 1
2691057387 26681919 0 2 50403 2 2
3452487640 3718529930 6 48 5029 3 3
2691037299 4018743381 0 714 49954 2 2
2026 49537 23 676 16139 2 2
286938809 41394490 0 466 65524 6 6
3357191414 3519322001 6 475 26658 5 11
4353 20955657 0 659 16326 2 2
93092228 2798637959 23 24 1801 4 4
2065077665 2123386599 6 178 3665 3 3
71470639 2693850627 0 1416 60967 2 45
19999152 1427305850 23 709 22903 6 6
0 0 0 0 0 0 0
3669928249 3679487091 17 70 53902 1 1
3416700075 987207310 6 1224 16188 3 3
2894317635 20785877 0 1494 14937 2 6
2145203967 1721660350 17 338 18544 3 19
2098911868 1994922997 6 1494 51588 3 3
183108891 1244620237 23 570 63682 2 4
3387559785 2016451341 6 1354 30911 9 57
1931480821 2096848557 17 152 55643 3 3
2888983859 4008871992 23 378 1404 4 4
1920947223 1956218408 6 509 1843 3 3
3669848119 2053388505 6 28 16201 3 3
2882767347 2849123053 23 176 58925 2 2
3617006456 979517394 6 383 57312 3 3
1912463401 3681865396 17 19 20535 5 5
0 0 0 0 0 0 0
3157083202 3203248510 23 521 36029 6 6
2894070087 2694 23 118 14008 2 2
3715939596 989060129 6 851 17671 3 5
0 0 0 0 0 0 0
3417391234 2042859907 17 711 205 3 3
3022228518 2692820897 0 118 6455 6 27
0 0 0 0 0 0 0
729369645 3580755063 6 60 47046 3 3
1642840660 979605055 17 107 13563 3 4
180769 46501 23 1397 44374 2 21
3716117537 2627078524 6 571 7651 3 3
383574892 2982873970 0 82 42244 2 2
2065154076 1995071994 6 88 44513 3 3
58519846 143801031 23 732 18320 4 20
2784346236 143728704 0 298 19875 2 22
3596103399 2081155514 6 132 65348 3 3
3432281721 2100017589 17 559 17186 3 3
1991090139 2121938109 17 239 2116 3 3
390853927 242959212 0 2 30271 4 7
3716042205 2080981311 17 60 6294 1 1
2691066852 402883698 23 1027 29282 2 2
3716040193 2475273749 17 285 24390 5 69
3660430578 3679481757 17 568 16584 3 3
3326995778 898470336 6 1318 27936 5 5
3660374361 3535921891 6 78 21340 3 13
3516558456 1809403264 6 1115 30939 5 5
121819747 2975067374 0 1450 65412 8 32
80443888 130593299 0 1164 12777 4 12
2861429277 175280 23 313 12455 4 4
3732504685 2121032089 17 2023 8346 5 136
1900427196 1007651744 17 374 48106 7 173
183188055 143722572 0 0 1417 2 2
3417418829 2076356852 17 419 12778 1 1
3716086491 2080982546 6 60 9628 1 1
58969522 189078838 23 118 21790 2 2
392425192 230646743 0 349 64092 6 6
3608227739 3249371651 6 1315 61316 3 3
3596222573 2076283641 6 681 6282 3 6
2690952423 143853100 23 1207 4099 2 2
2894172743 1294198184 23 182 61245 4 4
2065066075 2076379920 17 74 5278 1 1
2691053343 143708446 23 1378 64079 2 3
130261886 2921047008 23 350 10764 2 2
135063715 143843225 0 3 4061 4 56
3716092132 2441032511 6 841 15119 3 4
3652083510 3701446125 6 29 10398 3 44
2109942204 3730634734 17 308 13798 5 5
3716055781 3598262153 17 1273 3610 3 198
216413370 210517076 23 434 15788 6 14
72663572 1163224705 23 685 56048 6 6
2715950174 1083671626 23 324 59775 6 6
2036024669 1895449234 6 782 11127 5 20
2894265694 2690802548 23 782 58365 4 4
2023402006 1995008368 17 393 14674 3 3
1986785538 3679936038 6 62 53676 1 1
3719721121 2422243984 17 1150 9446 5 5
3715901592 979605645 17 31 57849 5 5
2098967063 2100613406 17 250 3885 3 3
95688588 1115725815 0 209 44901 4 4
130055694 130804335 0 122 44964 2 2
1983812953 3747272258 6 323 48734 5 92
0 0 0 0 0 0 0
3683680006 2041589121 6 1123 8880 3 10
2116610881 816582320 17 331 4362 5 5
223844 275391429 23 443 44558 6 257
3688419652 3482501811 17 294 7549 5 8
171011175 104352 23 179 1443 2 7
2861044189 1315572840 0 1415 42931 6 6
3041472022 1249265388 23 420 13351 4 4
2115680638 1029652023 17 77 20217 5 5
3716123292 1019728290 6 60 1268 1 1
3715974024 1970345342 17 648 62644 3 3
2124028975 2121825081 6 140 59646 3 3
2135668250 1915789242 6 59 48308 3 3
3716102574 1027179742 6 1314 11921 1 51
3716098933 2041725900 6 33 50863 3 3
161825 2920904407 0 126 50229 2 2
1940350386 981579189 6 381 25033 5 5
196544022 2892647028 23 207 11514 4 13
2824011391 94034 23 349 41835 2 2
196469804 2907572517 23 1121 57921 4 317
389046232 1246744289 23 176 8038 2 2
2446529313 958571759 6 141 50976 5 5
3631929442 2547479070 6 978 21657 5 6
3132321011 50233060 23 118 60983 4 4
2894145214 2920978438 23 116 11685 2 2
2894076354 2915958418 23 17 24417 6 6
402667158 3933814877 0 1040 64957 8 180
4371 3865852404 0 2 53637 2 2
3716085551 2081153545 17 60 16217 1 1
3741181324 2080906417 6 60 2006 1 15
183189012 246656531 0 920 15326 2 2
1900932390 2650165481 6 17 54585 5 5
2839183485 2705476150 0 291 27875 4 4
1983862647 821288222 6 142 23387 3 3
2894185933 29394 23 28 17136 2 860
2098939674 1995402169 17 232 23157 5 63
2691075695 55828 0 1352 1861 2 2
3399669218 2082313096 17 62 1128 1 1
2894259898 116762975 0 617 31537 2 2
2061083196 3553011873 17 447 36817 5 5
1991026994 2076381270 17 140 25987 1 1
3716139625 1934744102 17 60 5821 1 1
229238 1274438641 23 14 3471 2 180
3431856970 917241243 6 9 21921 7 7
1910421486 1920782856 6 244 7811 3 3
3516566325 1925707665 17 511 49000 3 3
2098954788 2081144903 17 140 11116 1 1
3681747831 2080983161 17 344 46657 3 3
2065020151 2076392856 6 68 29061 3 6
3716137292 3679578773 17 215 6810 1 1
2823819579 2787319686 0 1197 52829 6 27
2894263995 130619424 0 0 14126 2 2
2700888653 1466720217 0 0 6029 6 6
3715958068 3524339213 6 62 2661 1 1
2098835170 3535798859 17 294 14281 3 3
380255079 198602157 23 1859 63492 8 9
50826797 2807705735 23 1374 37849 4 1345
216337301 2732289092 0 1382 7377 6 19
2791953694 4104666 23 231 34492 2 2
2038147165 3552985120 6 1504 11558 3 61
3125729038 130616798 23 540 6046 2 170
8616579 2940655872 23 435 54036 2 2
2098776178 3679863789 17 74 11194 1 1
3669901103 2076358126 6 62 1765 1 1
2712184136 1203950764 0 312 40488 4 4
2870309683 2808050750 23 826 11515 4 4
2061165618 1956076458 17 235 43902 3 3
70160350 2878627928 0 124 55197 4 4
1912526267 1925625625 17 74 8709 1 1
3123546192 1211517975 23 359 20558 8 9
2774778346 49156 23 1412 2994 2 10
1991045259 1934708685 6 62 2535 1 1
2735523023 33377256 0 645 62799 8 12
200386 4026100813 23 1067 6588 2 2
3617030865 2121904962 17 298 9505 3 3
1617120713 939382615 17 1318 43796 3 3
224458989 198189942 0 43 51837 4 4
1912539031 3718304805 17 480 7203 3 3
1991236027 882136826 6 56 57447 3 3
1711278876 837706678 17 218 13912 3 4
63910 2807977892 0 1376 37394 2 2
2751419167 7281 23 1977 783 2 11
58733011 1190890787 0 0 6449 2 2
3178481589 381585801 23 1281 23834 6 6
2854103357 2818657531 23 399 34952 4 4
2861097708 1276942313 0 293 51631 6 6
2065042073 995394542 6 694 11426 3 6
3716099493 2076302505 6 60 1213 1 1
2749729795 107839808 23 176 26380 2 2
3516595153 2585701457 17 1360 30830 5 5
0 0 0 0 0 0 0
266635852 1181329660 0 217 15313 4 4
1912491365 1934720649 17 60 17080 1 1
987563078 1897928443 6 227 16389 3 3
2065156239 2076361923 17 18 15216 3 4
2098730033 3643081937 17 227 57556 5 11
2065204128 1994955489 6 182 11960 1 1
3066582512 2834447876 0 184 52903 4 44
3598390005 3603246511 17 439 51710 5 5
3652642573 878615312 17 167 45461 5 6
234661 2859546074 23 112 825 4 90
3716076543 3289642512 6 230 50173 5 5
2106318930 1993278735 17 539 46045 5 5
3741251816 1995164327 6 2024 40282 3 10
1991203784 2076308708 6 783 17007 7 7
382714352 2767957196 0 1346 39328 4 19
2064974783 979571060 17 323 62661 1 1
2741121256 1456524819 23 734 47907 6 11
216275695 143734007 0 223 15799 2 17
2791889019 241592316 0 135 58722 4 4
2064969459 1778676996 6 33 47358 3 6
1989070227 3621317653 17 291 17509 3 3
2136704568 1897981725 6 32 23654 7 7
130061715 1197357464 0 1356 3314 2 2
1912490450 2357101573 6 527 2296 3 7
3235752285 979581083 6 562 8077 3 3
1912485042 2076382709 6 94 4096 1 1
228233771 7967618 0 499 43036 4 4
3417869783 3679577584 6 150 80 1 8
3516597823 1997833965 17 1169 49466 5 5
3328945208 2054869108 17 746 26042 5 5
101517824 1087275627 0 179 534 2 2
3848566214 155592334 23 100 31901 4 71
1988911802 2076626531 17 715 15137 3 4
2834461517 137925653 0 548 2375 2 115
3669923469 2076269668 17 88 23188 1 1
2098985275 3679853839 6 1470 22011 3 3
1859811593 3639645093 6 118 21322 5 5
3681654231 2096735583 17 448 9985 3 3
1912471782 3679559711 6 792 8894 1 1
3568456934 3576294873 17 472 30362 7 7
94495 1092043297 23 151 18866 2 2
3681702138 1907882343 17 278 17936 3 3
2691000723 223706434 0 580 65104 4 4
2936213907 1094072363 0 3 37343 2 2
3416490919 819041450 17 72 23630 3 3
3419594371 3410836720 6 60 4253 1 1
3716047880 2076416283 17 109 24464 1 1
2589561647 2554280963 6 725 31017 3 3
3502746161 2615468681 6 1876 33187 7 33
3326170831 2053586545 6 1101 58681 7 14
2064695443 1027434405 17 64 4376 3 3
0 0 0 0 0 0 0
2741117580 1150564043 0 1937 31988 4 7
204396245 1091642828 23 1428 38763 4 40
1921486819 2080297546 6 25 48381 3 3
1298024414 363575567 23 57 58994 4 4
